Year,sport,event,host,country,gold,silver,bronze,medal,Total
1992,Swimming,Swimming_Men's_200_metres_Breaststroke,0,USA,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_4_x_100_metres_Medley_Relay,0,USA,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_4_x_100_metres_Freestyle_Relay,0,USA,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_100_metres_Breaststroke,0,USA,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_800_metres_Freestyle,0,USA,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_200_metres_Freestyle,0,USA,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_100_metres_Butterfly,0,USA,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_200_metres_Butterfly,0,USA,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_200_metres_Butterfly,0,USA,1,0,0,Gold,1
1992,Swimming,"Swimming_Men's_1,500_metres_Freestyle",0,AUS,1,1,0,Silver,2
1992,Swimming,Swimming_Women's_800_metres_Freestyle,0,AUS,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_400_metres_Freestyle,0,AUS,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_100_metres_Freestyle,0,BRA,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_4_x_100_metres_Freestyle_Relay,0,CHN,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_200_metres_Breaststroke,0,CHN,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_400_metres_Individual_Medley,0,CHN,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_200_metres_Butterfly,0,CHN,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_50_metres_Freestyle,0,CHN,1,1,0,Silver,2
1992,Swimming,Swimming_Women's_4_x_100_metres_Medley_Relay,0,GER,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_200_metres_Backstroke,0,GER,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_200_metres_Freestyle,0,GER,0,1,1,Silver,2
1992,Swimming,Swimming_Men's_100_metres_Breaststroke,0,HUN,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_200_metres_Breaststroke,0,HUN,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_100_metres_Backstroke,0,HUN,1,1,0,Silver,2
1992,Swimming,Swimming_Men's_200_metres_Butterfly,0,NZL,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_100_metres_Butterfly,0,POL,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_4_x_200_metres_Freestyle_Relay,0,SWE,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_200_metres_Freestyle,0,SWE,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_4_x_100_metres_Freestyle_Relay,0,EUN,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_4_x_100_metres_Medley_Relay,0,EUN,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_200_metres_Backstroke,0,EUN,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_100_metres_Butterfly,0,USA,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_50_metres_Freestyle,0,USA,0,1,1,Silver,2
1992,Swimming,Swimming_Men's_200_metres_Individual_Medley,0,USA,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_400_metres_Freestyle,0,USA,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_100_metres_Breaststroke,0,USA,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_400_metres_Individual_Medley,0,USA,0,1,0,Silver,1
1992,Swimming,Swimming_Men's_100_metres_Backstroke,0,USA,0,1,1,Silver,2
1992,Swimming,Swimming_Women's_200_metres_Individual_Medley,0,USA,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_100_metres_Freestyle,0,USA,0,1,0,Silver,1
1992,Synchronized_Swimming,Synchronized_Swimming_Women's_Solo,0,JPN,0,0,1,Bronze,1
1992,Synchronized_Swimming,Synchronized_Swimming_Women's_Duet,0,JPN,0,0,1,Bronze,1
1992,Synchronized_Swimming,Synchronized_Swimming_Women's_Solo,0,CAN,1,0,0,Gold,1
1992,Synchronized_Swimming,Synchronized_Swimming_Women's_Solo,0,USA,1,0,0,Gold,1
1992,Synchronized_Swimming,Synchronized_Swimming_Women's_Duet,0,USA,1,0,0,Gold,1
1992,Synchronized_Swimming,Synchronized_Swimming_Women's_Duet,0,CAN,0,1,0,Silver,1
1992,Table_Tennis,Table_Tennis_Men's_Singles,0,CHN,0,0,1,Bronze,1
1992,Table_Tennis,Table_Tennis_Women's_Singles,0,PRK,0,0,1,Bronze,1
1992,Table_Tennis,Table_Tennis_Women's_Doubles,0,PRK,0,0,1,Bronze,1
1992,Table_Tennis,Table_Tennis_Women's_Singles,0,KOR,0,0,1,Bronze,1
1992,Table_Tennis,Table_Tennis_Men's_Singles,0,KOR,0,0,1,Bronze,1
1992,Table_Tennis,Table_Tennis_Men's_Doubles,0,KOR,0,0,1,Bronze,1
1992,Table_Tennis,Table_Tennis_Women's_Doubles,0,KOR,0,0,1,Bronze,1
1992,Table_Tennis,Table_Tennis_Women's_Singles,0,CHN,1,1,0,Gold,2
1992,Table_Tennis,Table_Tennis_Women's_Doubles,0,CHN,1,0,0,Gold,1
1992,Table_Tennis,Table_Tennis_Men's_Doubles,0,CHN,1,0,0,Gold,1
1992,Table_Tennis,Table_Tennis_Men's_Singles,0,SWE,1,0,0,Gold,1
1992,Table_Tennis,Table_Tennis_Women's_Singles,0,CHN,1,1,0,Silver,2
1992,Table_Tennis,Table_Tennis_Women's_Doubles,0,CHN,0,1,0,Silver,1
1992,Table_Tennis,Table_Tennis_Men's_Singles,0,FRA,0,1,0,Silver,1
1992,Table_Tennis,Table_Tennis_Men's_Doubles,0,GER,0,1,0,Silver,1
1992,Tennis,Tennis_Men's_Doubles,0,ARG,0,0,1,Bronze,1
1992,Tennis,Tennis_Women's_Doubles,0,AUS,0,0,1,Bronze,1
1992,Tennis,Tennis_Men's_Singles,0,CRO,0,0,1,Bronze,1
1992,Tennis,Tennis_Men's_Doubles,0,CRO,0,0,1,Bronze,1
1992,Tennis,Tennis_Women's_Singles,1,ESP,0,0,1,Bronze,1
1992,Tennis,Tennis_Men's_Singles,0,EUN,0,0,1,Bronze,1
1992,Tennis,Tennis_Women's_Doubles,0,EUN,0,0,1,Bronze,1
1992,Tennis,Tennis_Women's_Singles,0,USA,1,0,1,Bronze,2
1992,Tennis,Tennis_Men's_Doubles,0,GER,1,0,0,Gold,1
1992,Tennis,Tennis_Men's_Singles,0,SUI,1,0,0,Gold,1
1992,Tennis,Tennis_Women's_Singles,0,USA,1,0,1,Gold,2
1992,Tennis,Tennis_Women's_Doubles,0,USA,1,0,0,Gold,1
1992,Tennis,Tennis_Women's_Singles,0,GER,0,1,0,Silver,1
1992,Tennis,Tennis_Men's_Doubles,0,RSA,0,1,0,Silver,1
1992,Tennis,Tennis_Men's_Singles,1,ESP,0,1,0,Silver,1
1992,Tennis,Tennis_Women's_Doubles,1,ESP,0,1,0,Silver,1
1992,Volleyball,Volleyball_Men's_Volleyball,0,USA,0,0,1,Bronze,1
1992,Volleyball,Volleyball_Women's_Volleyball,0,USA,0,0,1,Bronze,1
1992,Volleyball,Volleyball_Men's_Volleyball,0,BRA,1,0,0,Gold,1
1992,Volleyball,Volleyball_Women's_Volleyball,0,CUB,1,0,0,Gold,1
1992,Volleyball,Volleyball_Men's_Volleyball,0,NED,0,1,0,Silver,1
1992,Volleyball,Volleyball_Women's_Volleyball,0,EUN,0,1,0,Silver,1
1992,Water_Polo,Water_Polo_Men's_Water_Polo,0,EUN,0,0,1,Bronze,1
1992,Water_Polo,Water_Polo_Men's_Water_Polo,0,ITA,1,0,0,Gold,1
1992,Water_Polo,Water_Polo_Men's_Water_Polo,1,ESP,0,1,0,Silver,1
1992,Weightlifting,Weightlifting_Men's_Heavyweight_II,0,BUL,0,0,1,Bronze,1
1992,Weightlifting,Weightlifting_Men's_Featherweight,0,CHN,0,0,1,Bronze,1
1992,Weightlifting,Weightlifting_Men's_Bantamweight,0,CHN,0,1,1,Bronze,2
1992,Weightlifting,Weightlifting_Men's_Lightweight,0,GER,0,0,1,Bronze,1
1992,Weightlifting,Weightlifting_Men's_Super_Heavyweight,0,GER,0,0,1,Bronze,1
1992,Weightlifting,Weightlifting_Men's_Middleweight,0,PRK,0,0,1,Bronze,1
1992,Weightlifting,Weightlifting_Men's_Heavyweight_I,0,POL,0,0,1,Bronze,1
1992,Weightlifting,Weightlifting_Men's_Middle_Heavyweight,0,POL,0,0,1,Bronze,1
1992,Weightlifting,Weightlifting_Men's_Flyweight,0,ROU,0,0,1,Bronze,1
1992,Weightlifting,Weightlifting_Men's_Flyweight,0,BUL,1,0,0,Gold,1
1992,Weightlifting,Weightlifting_Men's_Heavyweight_II,0,GER,1,0,0,Gold,1
1992,Weightlifting,Weightlifting_Men's_Light_Heavyweight,0,GRE,1,0,0,Gold,1
1992,Weightlifting,Weightlifting_Men's_Bantamweight,0,KOR,1,0,0,Gold,1
1992,Weightlifting,Weightlifting_Men's_Featherweight,0,TUR,1,0,0,Gold,1
1992,Weightlifting,Weightlifting_Men's_Middleweight,0,EUN,1,0,0,Gold,1
1992,Weightlifting,Weightlifting_Men's_Middle_Heavyweight,0,EUN,1,1,0,Gold,2
1992,Weightlifting,Weightlifting_Men's_Super_Heavyweight,0,EUN,1,1,0,Gold,2
1992,Weightlifting,Weightlifting_Men's_Lightweight,0,EUN,1,0,0,Gold,1
1992,Weightlifting,Weightlifting_Men's_Heavyweight_I,0,EUN,1,1,0,Gold,2
1992,Weightlifting,Weightlifting_Men's_Featherweight,0,BUL,0,1,0,Silver,1
1992,Weightlifting,Weightlifting_Men's_Lightweight,0,BUL,0,1,0,Silver,1
1992,Weightlifting,Weightlifting_Men's_Flyweight,0,CHN,0,1,0,Silver,1
1992,Weightlifting,Weightlifting_Men's_Bantamweight,0,CHN,0,1,1,Silver,2
1992,Weightlifting,Weightlifting_Men's_Middleweight,0,CUB,0,1,0,Silver,1
1992,Weightlifting,Weightlifting_Men's_Light_Heavyweight,0,POL,0,1,0,Silver,1
1992,Weightlifting,Weightlifting_Men's_Heavyweight_II,0,EUN,0,1,0,Silver,1
1992,Weightlifting,Weightlifting_Men's_Middle_Heavyweight,0,EUN,1,1,0,Silver,2
1992,Weightlifting,Weightlifting_Men's_Heavyweight_I,0,EUN,1,1,0,Silver,2
1992,Weightlifting,Weightlifting_Men's_Super_Heavyweight,0,EUN,1,1,0,Silver,2
1992,Wrestling,"Wrestling_Men's_Flyweight,_Freestyle",0,BUL,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Bantamweight,_Greco_Roman",0,CHN,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Featherweight,_Greco_Roman",0,CUB,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Featherweight,_Freestyle",0,CUB,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Light_Flyweight,_Greco_Roman",0,CUB,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Welterweight,_Freestyle",0,IRI,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Middleweight,_Freestyle",0,IRI,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Lightweight,_Freestyle",0,JPN,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Bantamweight,_Freestyle",0,PRK,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Greco_Roman",0,ROU,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Flyweight,_Greco_Roman",0,KOR,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Welterweight,_Greco_Roman",0,SWE,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Heavyweight,_Freestyle",0,TUR,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Heavyweight,_Greco_Roman",0,EUN,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Freestyle",0,EUN,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Greco_Roman",0,EUN,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Light_Flyweight,_Freestyle",0,EUN,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Middleweight,_Greco_Roman",0,EUN,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Freestyle",0,USA,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Lightweight,_Greco_Roman",0,USA,0,0,1,Bronze,1
1992,Wrestling,"Wrestling_Men's_Heavyweight,_Greco_Roman",0,CUB,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Bantamweight,_Freestyle",0,CUB,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Greco_Roman",0,GER,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Middleweight,_Greco_Roman",0,HUN,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Lightweight,_Greco_Roman",0,HUN,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Light_Flyweight,_Freestyle",0,PRK,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Flyweight,_Freestyle",0,PRK,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Flyweight,_Greco_Roman",0,NOR,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Bantamweight,_Greco_Roman",0,KOR,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Welterweight,_Freestyle",0,KOR,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Featherweight,_Greco_Roman",0,TUR,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Lightweight,_Freestyle",0,EUN,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Welterweight,_Greco_Roman",0,EUN,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Greco_Roman",0,EUN,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Heavyweight,_Freestyle",0,EUN,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Freestyle",0,EUN,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Light_Flyweight,_Greco_Roman",0,EUN,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Freestyle",0,USA,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Middleweight,_Freestyle",0,USA,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Featherweight,_Freestyle",0,USA,1,0,0,Gold,1
1992,Wrestling,"Wrestling_Men's_Lightweight,_Freestyle",0,BUL,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Freestyle",0,CAN,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Heavyweight,_Freestyle",0,GER,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Bantamweight,_Greco_Roman",0,GER,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Featherweight,_Freestyle",0,IRI,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Light_Flyweight,_Greco_Roman",0,ITA,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Middleweight,_Greco_Roman",0,POL,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Welterweight,_Greco_Roman",0,POL,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Light_Flyweight,_Freestyle",0,KOR,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Super_Heavyweight,_Greco_Roman",0,SWE,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Greco_Roman",0,TUR,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Freestyle",0,TUR,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Lightweight,_Greco_Roman",0,EUN,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Featherweight,_Greco_Roman",0,EUN,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Bantamweight,_Freestyle",0,EUN,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Flyweight,_Greco_Roman",0,EUN,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Middleweight,_Freestyle",0,EUN,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Flyweight,_Freestyle",0,USA,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Heavyweight,_Greco_Roman",0,USA,0,1,0,Silver,1
1992,Wrestling,"Wrestling_Men's_Welterweight,_Freestyle",0,USA,0,1,0,Silver,1
1996,Archery,Archery_Men's_Team,0,ITA,0,0,1,Bronze,1
1996,Archery,Archery_Women's_Team,0,POL,0,0,1,Bronze,1
1996,Archery,Archery_Men's_Individual,0,KOR,0,0,1,Bronze,1
1996,Archery,Archery_Women's_Individual,0,UKR,0,0,1,Bronze,1
1996,Archery,Archery_Women's_Individual,0,KOR,1,0,0,Gold,1
1996,Archery,Archery_Women's_Team,0,KOR,1,0,0,Gold,1
1996,Archery,Archery_Men's_Individual,1,USA,1,0,0,Gold,1
1996,Archery,Archery_Men's_Team,1,USA,1,0,0,Gold,1
1996,Archery,Archery_Women's_Individual,0,CHN,0,1,0,Silver,1
1996,Archery,Archery_Women's_Team,0,GER,0,1,0,Silver,1
1996,Archery,Archery_Men's_Team,0,KOR,0,1,0,Silver,1
1996,Archery,Archery_Men's_Individual,0,SWE,0,1,0,Silver,1
1996,Athletics,"Athletics_Women's_1,500_metres",0,AUT,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_Discus_Throw,0,BLR,0,1,1,Bronze,2
1996,Athletics,Athletics_Women's_Discus_Throw,0,BLR,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_4_x_100_metres_Relay,0,BRA,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_10_kilometres_Walk,0,CHN,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_Triple_Jump,0,CUB,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_Decathlon,0,CZE,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_Triple_Jump,0,CZE,0,0,1,Bronze,1
1996,Athletics,"Athletics_Women's_10,000_metres",0,ETH,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_Javelin_Throw,0,FIN,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_100_metres_Hurdles,0,FRA,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_4_x_400_metres_Relay,0,GER,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_110_metres_Hurdles,0,GER,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_Pole_Vault,0,GER,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_Heptathlon,0,GBR,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_High_Jump,0,GBR,0,0,1,Bronze,1
1996,Athletics,"Athletics_Women's_5,000_metres",0,ITA,0,0,1,Bronze,1
1996,Athletics,"Athletics_Men's_3,000_metres_Steeplechase",0,ITA,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_4_x_400_metres_Relay,0,JAM,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_4_x_100_metres_Relay,0,JAM,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_Marathon,0,JPN,0,0,1,Bronze,1
1996,Athletics,"Athletics_Men's_1,500_metres",0,KEN,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_800_metres,0,KEN,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_Marathon,0,KEN,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_20_kilometres_Walk,0,MEX,0,0,1,Bronze,1
1996,Athletics,"Athletics_Men's_5,000_metres",0,MAR,0,0,1,Bronze,1
1996,Athletics,"Athletics_Men's_10,000_metres",0,MAR,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_800_metres,0,MOZ,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_400_metres,0,NGR,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_200_metres,0,NGR,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_Javelin_Throw,0,NOR,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_Shot_Put,0,RUS,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_50_kilometres_Walk,0,ESP,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_100_metres,0,TTO,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_200_metres,0,TTO,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_400_metres,0,UGA,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_High_Jump,0,UKR,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_Shot_Put,0,UKR,0,0,1,Bronze,1
1996,Athletics,Athletics_Men's_Hammer_Throw,0,UKR,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_400_metres_Hurdles,1,USA,0,1,1,Bronze,2
1996,Athletics,Athletics_Men's_400_metres_Hurdles,1,USA,1,0,1,Bronze,2
1996,Athletics,Athletics_Men's_Long_Jump,1,USA,1,0,1,Bronze,2
1996,Athletics,Athletics_Women's_Long_Jump,1,USA,0,0,1,Bronze,1
1996,Athletics,Athletics_Women's_100_metres,1,USA,1,0,1,Bronze,2
1996,Athletics,"Athletics_Men's_1,500_metres",0,ALG,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_High_Jump,0,BUL,1,0,0,Gold,1
1996,Athletics,"Athletics_Men's_5,000_metres",0,BDI,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_100_metres,0,CAN,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_4_x_100_metres_Relay,0,CAN,1,0,0,Gold,1
1996,Athletics,"Athletics_Women's_5,000_metres",0,CHN,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_Javelin_Throw,0,CZE,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_20_kilometres_Walk,0,ECU,1,0,0,Gold,1
1996,Athletics,"Athletics_Men's_10,000_metres",0,ETH,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_Marathon,0,ETH,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_Javelin_Throw,0,FIN,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_Pole_Vault,0,FRA,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_200_metres,0,FRA,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_400_metres,0,FRA,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_Shot_Put,0,GER,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_Discus_Throw,0,GER,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_Discus_Throw,0,GER,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_Hammer_Throw,0,HUN,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_400_metres_Hurdles,0,JAM,1,0,0,Gold,1
1996,Athletics,"Athletics_Men's_3,000_metres_Steeplechase",0,KEN,1,1,0,Gold,2
1996,Athletics,Athletics_Women's_Long_Jump,0,NGR,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_800_metres,0,NOR,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_50_kilometres_Walk,0,POL,1,0,0,Gold,1
1996,Athletics,"Athletics_Women's_10,000_metres",0,POR,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_800_metres,0,RUS,1,0,0,Gold,1
1996,Athletics,"Athletics_Women's_1,500_metres",0,RUS,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_10_kilometres_Walk,0,RUS,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_Marathon,0,RSA,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_100_metres_Hurdles,0,SWE,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_Heptathlon,0,SYR,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_Triple_Jump,0,UKR,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_400_metres_Hurdles,1,USA,1,0,1,Gold,2
1996,Athletics,Athletics_Men's_High_Jump,1,USA,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_Shot_Put,1,USA,1,1,0,Gold,2
1996,Athletics,Athletics_Women's_100_metres,1,USA,1,0,1,Gold,2
1996,Athletics,Athletics_Women's_4_x_100_metres_Relay,1,USA,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_4_x_400_metres_Relay,1,USA,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_4_x_400_metres_Relay,1,USA,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_Triple_Jump,1,USA,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_110_metres_Hurdles,1,USA,1,1,0,Gold,2
1996,Athletics,Athletics_Men's_200_metres,1,USA,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_400_metres,1,USA,1,0,0,Gold,1
1996,Athletics,Athletics_Men's_Long_Jump,1,USA,1,0,1,Gold,2
1996,Athletics,Athletics_Men's_Decathlon,1,USA,1,0,0,Gold,1
1996,Athletics,Athletics_Women's_400_metres,0,AUS,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_Javelin_Throw,0,AUS,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_4_x_100_metres_Relay,0,BAH,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_Discus_Throw,0,BLR,0,1,1,Silver,2
1996,Athletics,Athletics_Women's_Heptathlon,0,BLR,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_Shot_Put,0,CHN,0,1,0,Silver,1
1996,Athletics,"Athletics_Women's_10,000_metres",0,CHN,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_800_metres,0,CUB,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_Decathlon,0,GER,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_Javelin_Throw,0,GBR,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_4_x_400_metres_Relay,0,GBR,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_400_metres,0,GBR,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_Triple_Jump,0,GBR,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_High_Jump,0,GRE,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_Long_Jump,0,ITA,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_10_kilometres_Walk,0,ITA,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_Long_Jump,0,JAM,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_100_metres,0,JAM,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_200_metres,0,JAM,0,1,0,Silver,1
1996,Athletics,"Athletics_Men's_5,000_metres",0,KEN,0,1,0,Silver,1
1996,Athletics,"Athletics_Men's_3,000_metres_Steeplechase",0,KEN,1,1,0,Silver,2
1996,Athletics,"Athletics_Women's_5,000_metres",0,KEN,0,1,0,Silver,1
1996,Athletics,"Athletics_Men's_10,000_metres",0,KEN,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_100_metres,0,NAM,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_200_metres,0,NAM,0,1,0,Silver,1
1996,Athletics,Athletics_Women's_4_x_400_metres_Relay,0,NGR,0,1,0,Silver,1
1996,Athletics,Athletics_Men's_High_Jump,0,POL,0,1,0,Silver,1
1996,Athletics,"Athletics_Women's_1,500_metres",0,ROU,0,1,0,Silver,1
